query_id,gold_id,query_language,search_corpus,switch_band,rr,r1,ndcg5,candidate_pool_size
track_a_fra_swa_linspr_txt_002191,track_a_fra_swa_linspr_txt_001614,fra,track_a,high,0.09090909090909091,0.0,0.0,50
track_b_fra_lin_swaspr_txt_002300,track_a_fra_swa_linspr_txt_002300,fra,track_a,high,0.5,0.0,0.6309297535714575,50
track_a_fra_swa_linspr_txt_002251,track_a_fra_swa_linspr_txt_001367,fra,track_a,high,0.07142857142857142,0.0,0.0,50
track_b_fra_lin_swaspr_txt_002251,track_a_fra_swa_linspr_txt_002251,fra,track_a,medium,1.0,1.0,1.0,50
track_a_fra_swa_linspr_txt_001108,track_a_fra_swa_linspr_txt_001463,fra,track_a,medium,0.05555555555555555,0.0,0.0,50
track_b_fra_lin_swaspr_txt_003063,track_a_fra_swa_linspr_txt_003063,fra,track_a,high,1.0,1.0,1.0,50
track_b_fra_lin_swaspr_txt_002122,track_a_fra_swa_linspr_txt_002122,fra,track_a,high,1.0,1.0,1.0,50
track_a_fra_swa_linspr_txt_002218,track_a_fra_swa_linspr_txt_001953,fra,track_a,medium,0.1,0.0,0.0,50
track_a_fra_swa_linspr_txt_000682,track_a_fra_swa_linspr_txt_000478,fra,track_a,high,0.3333333333333333,0.0,0.5,50
track_a_fra_swa_linspr_txt_000049,track_a_fra_swa_linspr_txt_001744,fra,track_a,high,1.0,1.0,1.0,50
track_b_fra_lin_swaspr_txt_002261,track_a_fra_swa_linspr_txt_002261,fra,track_a,medium,0.5,0.0,0.6309297535714575,50
track_a_fra_swa_linspr_txt_001360,track_a_fra_swa_linspr_txt_001472,fra,track_a,medium,0.125,0.0,0.0,50
track_b_fra_lin_swaspr_txt_002596,track_a_fra_swa_linspr_txt_002596,fra,track_a,medium,1.0,1.0,1.0,50
track_a_fra_swa_linspr_txt_003550,track_a_fra_swa_linspr_txt_000231,fra,track_a,medium,0.3333333333333333,0.0,0.5,50
track_a_fra_swa_linspr_txt_001400,track_a_fra_swa_linspr_txt_003216,fra,track_a,medium,0.3333333333333333,0.0,0.5,50
track_a_fra_swa_linspr_txt_001316,track_a_fra_swa_linspr_txt_001698,fra,track_a,medium,0.1,0.0,0.0,50
track_b_fra_lin_swaspr_txt_003992,track_a_fra_swa_linspr_txt_003992,fra,track_a,high,1.0,1.0,1.0,50
track_b_fra_lin_swaspr_txt_003291,track_a_fra_swa_linspr_txt_003291,fra,track_a,high,1.0,1.0,1.0,50
track_b_fra_lin_swaspr_txt_000686,track_a_fra_swa_linspr_txt_000686,fra,track_a,high,0.3333333333333333,0.0,0.5,50
track_a_fra_swa_linspr_txt_000945,track_a_fra_swa_linspr_txt_001114,fra,track_a,high,0.25,0.0,0.43067655807339306,50
track_b_fra_lin_swaspr_txt_001921,track_a_fra_swa_linspr_txt_001921,fra,track_a,high,1.0,1.0,1.0,50
track_b_fra_lin_swaspr_txt_001472,track_a_fra_swa_linspr_txt_001472,fra,track_a,medium,1.0,1.0,1.0,50
track_b_fra_lin_swaspr_txt_003119,track_a_fra_swa_linspr_txt_003119,fra,track_a,high,1.0,1.0,1.0,50
track_b_fra_lin_swaspr_txt_003963,track_a_fra_swa_linspr_txt_003963,fra,track_a,medium,1.0,1.0,1.0,50
track_a_fra_swa_linspr_txt_002139,track_a_fra_swa_linspr_txt_001306,fra,track_a,medium,0.1,0.0,0.0,50
track_a_fra_swa_linspr_txt_001548,track_a_fra_swa_linspr_txt_002409,fra,track_a,high,0.125,0.0,0.0,50
track_b_fra_lin_swaspr_txt_001274,track_a_fra_swa_linspr_txt_001274,fra,track_a,medium,1.0,1.0,1.0,50
track_b_fra_lin_swaspr_txt_000496,track_a_fra_swa_linspr_txt_000496,fra,track_a,medium,1.0,1.0,1.0,50
track_a_fra_swa_linspr_txt_002690,track_a_fra_swa_linspr_txt_002928,fra,track_a,medium,1.0,1.0,1.0,50
track_b_fra_lin_swaspr_txt_002845,track_a_fra_swa_linspr_txt_002845,fra,track_a,high,0.14285714285714285,0.0,0.0,50
track_b_fra_lin_swaspr_txt_001626,track_a_fra_swa_linspr_txt_001626,fra,track_a,medium,0.5,0.0,0.6309297535714575,50
track_a_fra_swa_linspr_txt_000616,track_a_fra_swa_linspr_txt_000359,fra,track_a,high,1.0,1.0,1.0,50
track_b_fra_lin_swaspr_txt_002464,track_a_fra_swa_linspr_txt_002464,fra,track_a,high,0.3333333333333333,0.0,0.5,50
track_b_fra_lin_swaspr_txt_001743,track_a_fra_swa_linspr_txt_001743,fra,track_a,medium,0.07692307692307693,0.0,0.0,50
track_a_fra_swa_linspr_txt_002385,track_a_fra_swa_linspr_txt_000892,fra,track_a,high,0.07142857142857142,0.0,0.0,50
track_a_fra_swa_linspr_txt_002174,track_a_fra_swa_linspr_txt_000478,fra,track_a,high,0.1,0.0,0.0,50
track_a_fra_swa_linspr_txt_001936,track_a_fra_swa_linspr_txt_000231,fra,track_a,high,0.1,0.0,0.0,50
track_b_fra_lin_swaspr_txt_003251,track_a_fra_swa_linspr_txt_003251,fra,track_a,high,1.0,1.0,1.0,50
track_b_fra_lin_swaspr_txt_002023,track_a_fra_swa_linspr_txt_002023,fra,track_a,high,0.3333333333333333,0.0,0.5,50
track_a_fra_swa_linspr_txt_002689,track_a_fra_swa_linspr_txt_000166,fra,track_a,high,0.09090909090909091,0.0,0.0,50
track_a_fra_swa_linspr_txt_001041,track_a_fra_swa_linspr_txt_001338,fra,track_a,high,0.1,0.0,0.0,50
track_b_fra_lin_swaspr_txt_001310,track_a_fra_swa_linspr_txt_001310,fra,track_a,medium,1.0,1.0,1.0,50
track_a_fra_swa_linspr_txt_003422,track_a_fra_swa_linspr_txt_000888,fra,track_a,medium,0.09090909090909091,0.0,0.0,50
track_a_fra_swa_linspr_txt_000633,track_a_fra_swa_linspr_txt_001334,fra,track_a,medium,0.08333333333333333,0.0,0.0,50
track_a_fra_swa_linspr_txt_003803,track_a_fra_swa_linspr_txt_001698,fra,track_a,medium,0.07692307692307693,0.0,0.0,50
track_a_fra_swa_linspr_txt_003387,track_a_fra_swa_linspr_txt_000590,fra,track_a,high,0.125,0.0,0.0,50
track_a_fra_swa_linspr_txt_002845,track_a_fra_swa_linspr_txt_002165,fra,track_a,high,0.2,0.0,0.38685280723454163,50
track_a_fra_swa_linspr_txt_002066,track_a_fra_swa_linspr_txt_000498,fra,track_a,high,0.25,0.0,0.43067655807339306,50
track_a_fra_swa_linspr_txt_002000,track_a_fra_swa_linspr_txt_000595,fra,track_a,medium,0.2,0.0,0.38685280723454163,50
track_b_fra_lin_swaspr_txt_001775,track_a_fra_swa_linspr_txt_001775,fra,track_a,high,1.0,1.0,1.0,50
track_a_fra_swa_linspr_txt_000586,track_a_fra_swa_linspr_txt_002024,fra,track_a,high,0.0625,0.0,0.0,50
track_b_fra_lin_swaspr_txt_000216,track_a_fra_swa_linspr_txt_000216,fra,track_a,high,1.0,1.0,1.0,50
track_a_fra_swa_linspr_txt_000565,track_a_fra_swa_linspr_txt_001249,fra,track_a,high,0.06666666666666667,0.0,0.0,50
track_a_fra_swa_linspr_txt_001953,track_a_fra_swa_linspr_txt_001249,fra,track_a,medium,1.0,1.0,1.0,50
track_a_fra_swa_linspr_txt_001921,track_a_fra_swa_linspr_txt_001614,fra,track_a,high,0.25,0.0,0.43067655807339306,50
track_b_fra_lin_swaspr_txt_003568,track_a_fra_swa_linspr_txt_003568,fra,track_a,high,1.0,1.0,1.0,50
track_a_fra_swa_linspr_txt_001060,track_a_fra_swa_linspr_txt_000498,fra,track_a,high,0.09090909090909091,0.0,0.0,50
track_a_fra_swa_linspr_txt_001759,track_a_fra_swa_linspr_txt_001686,fra,track_a,medium,0.07142857142857142,0.0,0.0,50
track_b_fra_lin_swaspr_txt_003482,track_a_fra_swa_linspr_txt_003482,fra,track_a,high,1.0,1.0,1.0,50
track_a_fra_swa_linspr_txt_001310,track_a_fra_swa_linspr_txt_001270,fra,track_a,high,0.07692307692307693,0.0,0.0,50
track_a_fra_swa_linspr_txt_001552,track_a_fra_swa_linspr_txt_002165,fra,track_a,high,0.08333333333333333,0.0,0.0,50
track_b_fra_lin_swaspr_txt_000924,track_a_fra_swa_linspr_txt_000924,fra,track_a,high,1.0,1.0,1.0,50
track_b_fra_lin_swaspr_txt_001953,track_a_fra_swa_linspr_txt_001953,fra,track_a,medium,1.0,1.0,1.0,50
track_a_fra_swa_linspr_txt_000879,track_a_fra_swa_linspr_txt_001472,fra,track_a,high,0.09090909090909091,0.0,0.0,50
track_a_fra_swa_linspr_txt_003541,track_a_fra_swa_linspr_txt_003665,fra,track_a,medium,0.2,0.0,0.38685280723454163,50
track_a_fra_swa_linspr_txt_000840,track_a_fra_swa_linspr_txt_002096,fra,track_a,medium,0.07142857142857142,0.0,0.0,50
track_a_fra_swa_linspr_txt_002084,track_a_fra_swa_linspr_txt_001334,fra,track_a,medium,0.08333333333333333,0.0,0.0,50
track_a_fra_swa_linspr_txt_001463,track_a_fra_swa_linspr_txt_001270,fra,track_a,high,0.07142857142857142,0.0,0.0,50
track_b_fra_lin_swaspr_txt_000072,track_a_fra_swa_linspr_txt_000072,fra,track_a,high,0.1,0.0,0.0,50
track_a_fra_swa_linspr_txt_002097,track_a_fra_swa_linspr_txt_002859,fra,track_a,high,0.1111111111111111,0.0,0.0,50
track_b_fra_lin_swaspr_txt_001041,track_a_fra_swa_linspr_txt_001041,fra,track_a,high,1.0,1.0,1.0,50
track_a_fra_swa_linspr_txt_003783,track_a_fra_swa_linspr_txt_000595,fra,track_a,high,0.3333333333333333,0.0,0.5,50
track_a_fra_swa_linspr_txt_002801,track_a_fra_swa_linspr_txt_002014,fra,track_a,medium,1.0,1.0,1.0,50
track_a_fra_swa_linspr_txt_001761,track_a_fra_swa_linspr_txt_001371,fra,track_a,high,0.2,0.0,0.38685280723454163,50
track_b_fra_lin_swaspr_txt_002587,track_a_fra_swa_linspr_txt_002587,fra,track_a,high,1.0,1.0,1.0,50
track_b_fra_lin_swaspr_txt_000533,track_a_fra_swa_linspr_txt_000533,fra,track_a,medium,1.0,1.0,1.0,50
track_b_fra_lin_swaspr_txt_001338,track_a_fra_swa_linspr_txt_001338,fra,track_a,high,1.0,1.0,1.0,50
track_a_fra_swa_linspr_txt_000931,track_a_fra_swa_linspr_txt_000579,fra,track_a,high,0.14285714285714285,0.0,0.0,50
track_a_fra_swa_linspr_txt_001792,track_a_fra_swa_linspr_txt_001921,fra,track_a,high,0.1,0.0,0.0,50
track_a_fra_swa_linspr_txt_001004,track_a_fra_swa_linspr_txt_003201,fra,track_a,high,1.0,1.0,1.0,50
track_a_fra_swa_linspr_txt_003482,track_a_fra_swa_linspr_txt_002008,fra,track_a,high,0.5,0.0,0.6309297535714575,50
track_b_fra_lin_swaspr_txt_002858,track_a_fra_swa_linspr_txt_002858,fra,track_a,medium,1.0,1.0,1.0,50
track_a_fra_swa_linspr_txt_003393,track_a_fra_swa_linspr_txt_001463,fra,track_a,high,0.08333333333333333,0.0,0.0,50
track_a_fra_swa_linspr_txt_002128,track_a_fra_swa_linspr_txt_002411,fra,track_a,high,0.09090909090909091,0.0,0.0,50
track_a_fra_swa_linspr_txt_003792,track_a_fra_swa_linspr_txt_001371,fra,track_a,medium,0.05555555555555555,0.0,0.0,50
track_b_fra_lin_swaspr_txt_002314,track_a_fra_swa_linspr_txt_002314,fra,track_a,high,1.0,1.0,1.0,50
track_b_fra_lin_swaspr_txt_002097,track_a_fra_swa_linspr_txt_002097,fra,track_a,high,0.0625,0.0,0.0,50
track_a_fra_swa_linspr_txt_000638,track_a_fra_swa_linspr_txt_001734,fra,track_a,medium,0.09090909090909091,0.0,0.0,50
track_b_fra_lin_swaspr_txt_003180,track_a_fra_swa_linspr_txt_003180,fra,track_a,medium,1.0,1.0,1.0,50
track_a_fra_swa_linspr_txt_001614,track_a_fra_swa_linspr_txt_001921,fra,track_a,high,1.0,1.0,1.0,50
track_b_fra_lin_swaspr_txt_002825,track_a_fra_swa_linspr_txt_002825,fra,track_a,high,1.0,1.0,1.0,50
track_b_fra_lin_swaspr_txt_001498,track_a_fra_swa_linspr_txt_001498,fra,track_a,high,1.0,1.0,1.0,50
track_a_fra_swa_linspr_txt_003442,track_a_fra_swa_linspr_txt_000041,fra,track_a,high,0.16666666666666666,0.0,0.0,50
track_b_fra_lin_swaspr_txt_002008,track_a_fra_swa_linspr_txt_002008,fra,track_a,high,1.0,1.0,1.0,50
track_a_fra_swa_linspr_txt_002974,track_a_fra_swa_linspr_txt_001614,fra,track_a,high,0.14285714285714285,0.0,0.0,50
track_a_fra_swa_linspr_txt_000481,track_a_fra_swa_linspr_txt_001364,fra,track_a,medium,0.25,0.0,0.43067655807339306,50
track_b_fra_lin_swaspr_txt_001845,track_a_fra_swa_linspr_txt_001845,fra,track_a,high,1.0,1.0,1.0,50
track_b_fra_lin_swaspr_txt_002084,track_a_fra_swa_linspr_txt_002084,fra,track_a,high,1.0,1.0,1.0,50
track_a_fra_swa_linspr_txt_002417,track_a_fra_swa_linspr_txt_001734,fra,track_a,medium,0.08333333333333333,0.0,0.0,50
track_b_fra_lin_swaspr_txt_002409,track_a_fra_swa_linspr_txt_002409,fra,track_a,high,1.0,1.0,1.0,50
track_b_fra_lin_swaspr_txt_000869,track_a_fra_swa_linspr_txt_000869,fra,track_a,high,0.08333333333333333,0.0,0.0,50
track_b_fra_lin_swaspr_txt_001198,track_a_fra_swa_linspr_txt_001198,fra,track_a,high,0.05263157894736842,0.0,0.0,50
track_b_fra_lin_swaspr_txt_000595,track_a_fra_swa_linspr_txt_000595,fra,track_a,high,1.0,1.0,1.0,50
track_b_fra_lin_swaspr_txt_001932,track_a_fra_swa_linspr_txt_001932,fra,track_a,medium,1.0,1.0,1.0,50
track_a_fra_swa_linspr_txt_001854,track_a_fra_swa_linspr_txt_003595,fra,track_a,medium,0.125,0.0,0.0,50
track_a_fra_swa_linspr_txt_000819,track_a_fra_swa_linspr_txt_001552,fra,track_a,high,0.09090909090909091,0.0,0.0,50
